File,Type,Offset,Index,Japanese,English
ID04139,Robust,0x1FD1,,な、なんじゃ！,W-what?!
ID04139,Robust,0x1FE7,,ねねちゃんは、この時、\n部屋にい,"At this time, Nene-chan\n In the room"
ID04159,Robust,0x1230,,あれ？\nこんな染み、前から\nあったっけ？,Huh?\n Was this stain here before?
ID04159,Robust,0x126B,,ふみゅ\nこの染み、以前から？,Has Fumiko's stain been there for a while?
ID04159,Robust,0x1295,,あれー？\nあそこに、あんな染み\nあったっけなぁ？,Huh?\n I wonder if there was a stain like that there before?
ID04159,Robust,0x12DC,,覚えがないな,I don't remember.
ID04159,Robust,0x12F5,,血にも見える,It looks like blood
ID04159,Robust,0x130D,,\n刻音にしておこう,\nLet's leave it as a calligraphic sound.
ID04159,Robust,0x1328,,【列車の上の染み】\nの刻音を手に入れた！,[Stain on the train]\n I obtained the sound of the marker!
ID04161,Robust,0x0E30,,ん？\nどうしたの？,yeah?\n what happened?
ID04161,Robust,0x0E4B,,ふみゅ？\nなにごと？,Huh?\n what's happenin?
ID04161,Robust,0x0E69,,あん？\nどしたの？,bean paste?\n What's wrong?
ID04161,Robust,0x0E84,,あのツタ、ずいぶん\n不自然な抜け落ち方を\nしている,Those ivy vines are falling off in a very unnatural way.
ID04161,Robust,0x0ED4,,刻音にしておこう,Let's leave it as a calligraphic sound.
ID04161,Robust,0x0EED,,【落ちたツタ】\nの刻音を手に入れた！,[Fallen Ivy]\n I obtained the sound of the marker!
ID04161,Robust,0x1810,,くっ、思ったより\n$c02逢魔$c00が強い,"Damn, it's worse than I thought.\n $c02 Ouma $c00 is strong"
ID04161,Robust,0x1842,,次から気をつけよう,I'll be more careful next time.
ID04163,Robust,0x09D4,,あ、式札で\n他の時が紡げるよう,"Ah, so that other moments can be woven together with the ceremonial plaque."
ID04163,Robust,0x1A9C,,やったー！,Yay!
ID04163,Robust,0x1AAC,,ふふ、私たちの息も、\nずいぶん合うように\nな,"Hehe, our breath too,\n We've grown quite a bit in sync."
ID04169,Robust,0x1AA0,,イベント制作中,Event production in progress
ID04169,Robust,0x1AB6,,やっと,at last
ID04171,Robust,0x13A8,,イベント制作中,Event production in progress
ID04171,Robust,0x13BE,,！？,!?
ID04171,Robust,0x13C5,,黒上の頭首,Black Head
ID04171,Robust,0x13DA,,\nなんで？,\nwhy?
ID04171,Robust,0x13E9,,$c02死$c00んでるのか,Is $c02 dead $c00 ?
ID04171,Robust,0x1409,,？\nそんな馬鹿な,?\n That's ridiculous
ID04171,Robust,0x142D,,？！\n母,?!\n mother
ID04173,Robust,0x13E8,,イベント制作中,Event production in progress
ID04173,Robust,0x13FE,,？　暗い,? Dark
ID04173,Robust,0x1411,,電球が切れてるのか？,Is the light bulb burnt out?
ID04173,Robust,0x143D,,$c02死$c00んでる,$c02 is dead $c00
ID04173,Robust,0x1458,,？　右手に,? In my right hand
ID04175,Robust,0x1314,,イベント制作中,Event production in progress
ID04175,Robust,0x132A,,ゆう君まで,Even Yu-kun
ID04175,Robust,0x1340,,首を強く,Straighten your neck
ID04175,Robust,0x1352,,\nむごいことを,\nCruel
ID04175,Robust,0x137A,,初登場？,First appearance?
ID04175,Robust,0x1387,,ゆう君って、誰？,Who is Yu-kun?
ID04175,Robust,0x13A0,,ゆう,excellent
ID04175,Robust,0x13AC,,\nって言っ,\nThat's what I said.
ID04182,Robust,0x199C,,イベント制作中,Event production in progress
ID04182,Robust,0x19B2,,大婆様まで,Even Grandmother
ID04182,Robust,0x19C8,,背中を\n刺されている,He was stabbed in the back.
ID04182,Robust,0x19EC,,$c02自殺$c00じゃないな,"$c02 suicide, not $c00 ."
ID04182,Robust,0x1A0F,,\n誰かに$c,\nTo someone $c
ID04187,Robust,0x0DE4,,イベント制作中,Event production in progress
ID04187,Robust,0x0E04,,か、母さん！！,M-Mom!!
ID04187,Robust,0x0E1A,,母さんまで,Even my mother
ID04187,Robust,0x0E2F,,\nなんで,\nwhy
ID04187,Robust,0x0E44,,くっ,Damn
ID04187,Robust,0x0E57,,酷い,terrible
ID04190,Table,0x0050,0,イベント制作中,Event production in progress
ID04190,Table,0x0066,1,彼まで……,
ID04190,Table,0x0076,2,手を縛りつけて\n固定されている……,His hands are tied and he is restrained...
ID04190,Table,0x00A9,3,$c02感電死$c00……？\nもう冷たい……,$c02 electrocution $c00 ...?\n It's already cold...
ID04190,Table,0x00DB,4,感電……？,
ID04190,Table,0x00EB,5,鯩鞰菣ꪃ䌀敲쥡䘀੃††〲,
ID04190,Table,0x0111,6,"45 aware mail clients.

    nstance.",
ID04197,Robust,0x08D0,,【逢魔との戦闘】,[Battle against the demon]
ID04197,Robust,0x08E9,,逢魔との戦闘には\nネオンだけが参加し、,Only Neon participated in the battle against the demons.
ID04197,Robust,0x0922,,シグマであるあなたは、\n後,"As a Sigma,\n rear"
ID04197,Robust,0x1484,,【曲の変更】,[Change of song]
ID04197,Robust,0x1497,,戦闘中、３つの\nゲージが溜まる速度は、,"During battle, the rate at which the three gauges fill up is:"
ID04197,Robust,0x14D0,,現在設定されている\n曲によって異なります,It depends on the currently set song.
ID04197,Robust,0x150C,,曲を変える,Change the song
ID04197,Robust,0x1FCC,,【神降ろしの変更】,[Changes to the divine summoning ritual]
ID04197,Robust,0x1FE8,,戦闘中、\n右上の「神」のボタンを\nタッチすることで、,"During combat,\n By touching the ""God"" button in the upper right corner,"
ID04197,Robust,0x2035,,ネオンに降ろす\n神（ネオンの姿）を,The god that descends upon neon (in the form of neon)
ID04197,Robust,0x2068,,変更する,Change
ID04198,Robust,0x5D56,,れる,
ID04203,Robust,0x001C,,$c02逢魔$c00？！,$c02 ouma $c00 ? !
ID04203,Robust,0x0031,,$c03にゃんだとー！,$c03 nyandato!
ID04203,Robust,0x004B,,$c02失敬なやつだ,$c02 is a rude guy.
ID04203,Robust,0x0062,,$c04失礼っす,"Excuse me, $c04"
ID04203,Robust,0x0073,,$c02我らは神だ,$c02 We are God
ID04213,Robust,0x1694,,やったね、シグマ,"Yay, Sigma!"
ID04213,Robust,0x16AD,,にゃ～入手、至福の時,"Meow~ I got it, what a blissful moment."
ID04213,Robust,0x16CC,,やったあ！,Yay!
ID04213,Robust,0x16DC,,ああ、$c02逢魔$c00,"Ah, $c02 Oumaga $c00"
ID04215,Robust,0x1328,,折角捕まえたのに,"I went to all the trouble of catching it, but..."
ID04215,Robust,0x1347,,うーん、なんだか相性が\n悪かったみたいだ,"Hmm, it seems like we just weren't compatible."
ID04215,Robust,0x1383,,ねえ、シグマ,"Hey, Sigma"
ID04215,Robust,0x1396,,うん？,Yeah?
ID04215,Robust,0x13A0,,次は、別の神を降ろして\n戦ってみたら\nどうか,"Next, how about summoning a different god to fight?"
ID04219,Robust,0x1AAC,,イベント制作中,Event production in progress
ID04219,Robust,0x1AC2,,ユリ子さんの入れた\n紅茶、おいしいわね,The tea Yuriko made is delicious.
ID04219,Robust,0x1AFB,,何か、特別な物？,Is it something special?
ID04219,Robust,0x1B14,,そうみたい,It seems so.
ID04221,Robust,0x1850,,イベント制作中,Event production in progress
ID04221,Robust,0x1866,,ユリ子さん？,Yuriko-san?
ID04221,Robust,0x1879,,はい、\n何かご用ですか？,"yes,\n Is there anything I can help you with?"
ID04221,Robust,0x189D,,あら？　電球？,Oh? A light bulb?
ID04221,Robust,0x18B3,,そうみたいですね,It seems so.
ID04233,Table,0x018B,5,te othf,
ID04233,Table,0x019B,6," and
",
ID04233,Table,0x01E9,8,f 整ࠠ܀⁯ٴ暂猀酩f 整ࠠ܀ ٴ,
ID04233,Table,0x0230,9,ꨀf楳晴ࠀ琠⁥漇琀潨⁦湡੤︅፠敇Ā܀,
ID04233,Table,0x0266,10,⁯፠敇ĀĆ܀׿￹晠潯恠 潴 整,
ID04233,Table,0x02A3,12,⥠琠⁯恠慤慴❛»밀Ā朷밀Ā,
ID04233,Table,0x0311,14,摮܀׿￷׿￹晠,
ID04233,Table,0x0327,15,瑯⁥慴❛½娇ბ樵ԇ￹晠潯恠 潴怠摠瑡孡봧܀Z¾,
ID04233,Table,0x03EB,18,쀀Ā桥쀀Ā梈餀h鄐ΚՃ湲栠ბ樵栍ൖൾघ,
ID04233,Table,0x0435,19,ª뼀ը棐က骑ă䌀鰀텨㔐ݪ串惿潦息⥠琠,
ID04233,Table,0x0471,20,⁯恠慤慴❛ã娇ბ樵栍ൖൾघä娂ბ樵ԇ￹晠潯恠 潴怠摠瑡孡,
ID04233,Table,0x04AC,21,娇ბ樵栍ൖൾघæ娂ბ樵栍ൖൾ,
ID04233,Table,0x051A,23,"
",
ID04233,Table,0x054A,26,섀浲牥琠慨￿⃎潮整挠浲⩴戠涀⩴戠䝳散䝳散䝳散獳椠਩Ƞ쀐,
ID04234,Robust,0x0428,,イベント制作中,Event production in progress
ID04234,Robust,0x043E,,ゆう、いる？,"Yu, are you there?"
ID04234,Robust,0x0451,,あ、おねえちゃん,"Oh, big sister"
ID04234,Robust,0x0470,,やっぱり,on second thoughts
ID04234,Robust,0x047D,,ん？,yeah?
ID04234,Robust,0x0484,,今日は、,Today is
ID04235,Robust,0x1DA4,,イベント制作中,Event production in progress
ID04235,Robust,0x1DBA,,ん？\n何か盗み見てるみたい,yeah?\n It looks like they're secretly watching something.
ID04235,Robust,0x1DE1,,ふみゅ？\n仮面、何見てる？,"Huh?\n Masked man, what are you looking at?"
ID04235,Robust,0x1E08,,ん？\n何、見てるんだろ？,yeah?\n What are they looking at?
ID04237,Robust,0x1BC0,,すみません、佳子様,"Excuse me, Princess Kako"
ID04237,Robust,0x1BDC,,丁度、用事が\n,"Just then, I had an errand to run.\n"
ID04248,Robust,0x0250,,イベント制作中,Event production in progress
ID04248,Robust,0x0266,,ガチャガチャ\n（仮）,Gachapon (tentative name)
ID04248,Robust,0x0284,,扉を破る音\n（仮）,The sound of a door being broken down (tentative)
ID04248,Robust,0x02AC,,仕方ない,It can't be helped.
ID04248,Robust,0x02B9,,僕たちも、\n中に入ってみよう,"We too,\n Let's go inside."
ID04248,Robust,0x02E3,,僕たちも,We too
ID04248,Robust,0x02F6,,えぇ,Yes
ID04248,Robust,0x0304,,さっさと、入るわよ！,Let's go in quickly!
ID04250,Table,0x00A8,0,イベント制作中,Event production in progress
ID04250,Table,0x00BE,1,…………,
ID04250,Table,0x00CB,2,だめだ……もう\n亡くなっている……,
ID04250,Table,0x011E,5,銂触ꮁ藥貂臣膼,
ID04250,Table,0x0134,6,【落ちていた鍵】\nの刻音を,[The key that was found lying around]\n The sound of the carving
ID04250,Table,0x015B,7,手に入れた！,I got it!
ID04250,Table,0x0184,9,︀ŠĢ؀,
ID04250,Table,0x0197,10,⌀Xˠƶ	ऀ-堀,
ID04250,Table,0x0270,15,ꘀq傸༸뤚nñ格,
ID04250,Table,0x02F3,17,,
ID04250,Table,0x0326,18,,
ID04250,Table,0x0359,19,,
ID04251,Robust,0x1B44,,イベント制作中,Event production in progress
ID04251,Robust,0x1B5A,,時の調律ね,The tuning of time.
ID04253,Table,0x0020,0,イベント制作中,Event production in progress
ID04253,Table,0x0036,1,……この時間には、\n何も仕掛けを\nされていない……,"...At this time,\n There are no traps set..."
ID04253,Table,0x0080,2,じゃあ、犯人は、\nこの時間より後に？,"So, the culprit is,\n After this time?"
ID04253,Table,0x00B6,3,…………,
ID04256,Table,0x0060,0,…………,
ID04256,Table,0x006D,1,お前は私から何を\n奪えば満足なの？,What do you need to take from me to satisfy you?
ID04256,Table,0x00A0,2,命だけじゃ\n足りなかった？,Wasn't just a life enough?
ID04256,Table,0x00C7,3,？　なんの話だ？,What are you talking about?
ID04256,Table,0x00E0,4,臣ꎁ臣膀臣蚁臣鞁苣,
ID04256,Table,0x00FF,5,,
ID04256,Table,0x0178,7,敳˯,
ID04256,Table,0x0185,8,ടꀀ✍涽慭,
ID04256,Table,0x0195,9,"㿘쉡D
ච౤᪡獥䣀관謓Oʅᐙࡎᔀţ능駰椼끖ﰽĂ",
ID04256,Table,0x01D3,10,ꌀÐꀎ㥀ÿ撖,
ID04257,Robust,0x0A08,,どうして,Why
ID04257,Robust,0x0A1A,,\nどうして、黒上は,\nWhy is Kuroue
ID04257,Robust,0x0A3B,,ディクソン,Dixon
ID04257,Robust,0x0A51,,封印の扉から\n鎖が飛び出て,Chains burst out from the sealed door
ID04259,Robust,0x0E08,,割れた窓を抜けて、\n空高く飛んでいく\nにカメラがついてく音,"Through the broken window,\n The sound of a camera following as it flies high into the sky"
ID04261,Robust,0x06F4,,なんだ、いないのか,"Oh, he's not here?"
ID04261,Robust,0x0710,,はやすぎたか,Was it too early?
ID04261,Robust,0x072A,,うん？,Yeah?
ID04261,Robust,0x0734,,なんだ、そんなと,"What, that's not true"
ID04263,Table,0x001F,1,ᤀ대㠀ⴀ芁苣膀臣뚌볤ꞁ臣讁볯臣芁胣龁臣ꮁ臣꾙觨銂湜ꛨꪁ臣覂賨銂ꏩ肂臣节湜臣袁苣鎂臣莂ꮁ臣蒁胢㌀ėЀQ鬀₠毸ᝨ䄰怮刞烯䨎㬃젉᪡簰寺聇￴삦툳㦂ᦀࠂ郘댡ޭ㓦䦰䃓ࡔ뽵ҟ⩨캀ἄ혇퀏Fඍ欢㰋릱擀聩ȷ‐臟壯Ր〆옰㈙,
ID04265,Robust,0x30B8,,ユリ子さん？,Yuriko-san?
ID04265,Robust,0x30D5,,掃除をしようと、\nここに上がりましたら,"I decided to clean,\n If you come up here"
ID04266,Robust,0x15E0,,このたびは、\n旦那様が,"This time,\n My husband"
ID04266,Robust,0x1607,,一体、何が起きて\nいるのでしょう,What exactly is going on?
ID04266,Robust,0x1637,,何か、違和感のような\nものを覚え,I felt something was off.
ID04269,Table,0x0098,0,何ということじゃ\n…………,
ID04269,Table,0x00BF,1,なぜ、誰が……？,
ID04269,Table,0x00D8,2,ハッキリさせねばの,We need to make this clear.
ID04269,Table,0x00F4,3,ふぅ,Phew
ID04269,Table,0x00FB,4,,
ID04269,Table,0x0122,5,,
ID04269,Table,0x0193,7,,
ID04269,Table,0x01A0,8,,
ID04269,Table,0x01B0,9,,
ID04269,Table,0x01D4,10,褀,Sleeves
ID04269,Table,0x0207,11,,
ID04269,Table,0x0254,12,,
ID04269,Table,0x0273,13,u<,
ID04269,Table,0x02CF,14,,
ID04269,Table,0x02D9,15,r,
ID04269,Table,0x031D,16,,
ID04269,Table,0x0327,17,,
ID04275,Robust,0x0094,,何があったんじゃ！,What happened?!
ID04275,Robust,0x00B0,,わかりません,I don't understand
ID04275,Robust,0x00C3,,近くで変な音が\n聞こえたから、\n何かと,"I heard a strange noise nearby,\n In various ways"
ID04283,Table,0x00B8,0,守人！\n今の銃声は何じゃ！,Guardian!\n What was that gunshot just now?!
ID04283,Table,0x00DF,1,……これは,
ID04283,Table,0x0105,3,￧oě狿ᰀȁ︁؁将,
ID04283,Table,0x013D,4,￧rě夀Ĺ,
ID04283,Table,0x01A7,7,,
ID04283,Table,0x01BC,8,,
ID04283,Table,0x01EF,9,,
ID04283,Table,0x023F,11,ܼsሀ,
ID04283,Table,0x029B,13,猀瀒烿⠄뵝䄏텶耷ᴀ=,
ID04283,Table,0x02D0,14,܀ဇӦ猀瀒燿⠄뵝䄏텶耷,
ID04283,Table,0x0396,17,猀瀒狿⠄뵝䄏텶耷ᴀࠀ,
